2010.423000 10.042433 3.766000 0
2010.425700 -3.518373 3.716000 0
2010.428500 5.642314 3.714000 0
2010.431200 -5.497126 3.811000 0
2010.433900 -12.557387 4.092000 0
2010.436700 -8.122138 3.822000 0
2010.439400 -7.630039 3.857000 0
2010.442200 -1.413421 3.718000 0
2010.444900 -2.244971 3.841000 0
2010.447600 -10.279353 3.738000 0
2010.450400 -1.638204 3.958000 0
2010.453100 0.174747 3.867000 0
2010.455900 -0.232768 3.940000 0
2010.458600 -1.967501 3.932000 0
2010.461300 1.094914 4.118000 0
2010.464100 -2.837135 3.723000 0
2010.466800 -3.663434 3.768000 0
2010.469500 4.049397 3.872000 0
2010.472300 16.712762 3.980000 0
2010.475000 -0.463159 3.700000 0
2010.477800 -0.764552 3.922000 0
2010.480500 2.199747 4.004000 0
2010.483200 16.657142 3.846000 0
2010.486000 5.420053 3.658000 0
2010.488700 4.137620 3.898000 0
2010.491400 -0.660742 3.903000 0
2010.494200 2.321394 3.852000 0
2010.496900 -2.780849 4.003000 0
2010.499700 -3.965609 4.035000 0
2010.502400 -7.605771 4.080000 0
2010.505100 2.081092 3.868000 0
2010.507900 -0.104590 3.721000 0
2010.510600 1.541293 4.028000 0
2010.513300 3.180171 3.923000 0
2010.516100 -5.853528 4.078000 0
2010.518800 -14.954694 3.949000 0
2010.521600 -8.162462 3.552000 0
2010.524300 -6.991716 3.678000 0
2010.527000 6.774971 3.639000 0
2010.529800 1.793015 3.697000 0
2010.532500 -6.153455 3.837000 0
2010.535200 -3.595018 3.912000 0
2010.538000 8.365731 3.625000 0
2010.540700 4.303942 3.786000 0
2010.543500 9.808433 4.089000 0
2010.546200 7.834372 3.820000 0
2010.548900 -4.752840 4.023000 0
2010.551700 -8.267824 3.941000 0
2010.554400 5.497622 4.236000 0
2010.557200 4.888259 3.901000 0
2010.559900 -0.420683 3.841000 0
2010.562600 -7.568833 3.948000 0
2010.565400 8.175151 3.931000 0
2010.568100 -9.009455 3.804000 0
2010.570800 11.878698 3.890000 0
2010.573600 6.621926 3.860000 0
2010.576300 -1.712441 4.064000 0
2010.579100 -2.399776 3.644000 0
2010.581800 6.764293 3.792000 0
2010.584500 4.582071 4.008000 0
2010.587300 5.353819 3.903000 0
2010.590000 5.403973 3.781000 0
2010.592700 -0.745191 3.644000 0
2010.595500 5.915550 3.708000 0
2010.598200 1.738708 3.791000 0
2010.601000 7.186729 3.730000 0
2010.603700 14.059175 3.798000 0
2010.606400 4.420260 3.807000 0
2010.609200 2.111145 3.721000 0
2010.611900 -0.287527 3.621000 0
2010.614600 14.405419 3.896000 0
2010.617400 9.128102 3.935000 0
2010.620100 1.567253 3.765000 0
2010.622900 -3.437902 3.689000 0
2010.625600 6.742430 3.840000 0
2010.628300 2.336353 3.844000 0
2010.631100 8.300911 3.723000 0
2010.633800 12.505989 3.622000 0
2010.636600 -4.812338 3.630000 0
2010.639300 0.034881 3.750000 0
2010.642000 6.052674 3.691000 0
2010.644800 1.989007 3.940000 0
2010.647500 6.860927 3.637000 0
2010.650200 2.288417 3.680000 0
2010.653000 2.947396 3.783000 0
2010.655700 1.800008 3.579000 0
2010.658500 0.708076 3.592000 0
2010.661200 -1.797188 3.983000 0
2010.663900 1.072119 3.757000 0
2010.666700 5.960839 3.733000 0
2010.669400 -0.851721 3.554000 0
2010.672100 -5.042703 3.669000 0
2010.674900 3.183689 3.740000 0
2010.677600 3.904859 3.609000 0
2010.680400 2.930380 3.652000 0
2010.683100 2.100719 3.936000 0
2010.685800 -10.439342 3.659000 0
2010.688600 -7.377081 3.655000 0
2010.691300 5.066060 3.636000 0
2010.694000 -0.418181 3.643000 0
2010.696800 0.604878 3.573000 0
2010.699500 -0.047118 3.587000 0
2010.702300 -5.222827 3.773000 0
2010.705000 -0.747545 3.738000 0
2010.707700 -2.344605 3.493000 0
2010.710500 3.531611 3.606000 0
2010.713200 -1.955115 3.501000 0
2010.715900 -11.022153 3.748000 0
2010.718700 -5.402919 3.572000 0
2010.721400 -12.339560 3.889000 0
2010.724200 3.131073 3.653000 0
2010.726900 4.027877 3.826000 0
2010.729600 2.929426 3.827000 0
2010.732400 -7.338742 3.764000 0
2010.735100 -0.804673 3.962000 0
2010.737900 -0.437310 3.510000 0
2010.740600 7.675334 3.507000 0
2010.743300 0.114790 3.440000 0
2010.746100 3.562561 3.549000 0
2010.748800 -0.721322 3.579000 0
2010.751500 -1.376349 3.411000 0
2010.754300 -2.554033 3.504000 0
2010.757000 0.196692 3.434000 0
